ime,spol,leto_rojstva,leto_smrti,nominacija,oskar,stevilo,prvi_film
Margot Robbie,F,1990,~,Glavna,True,0,"I, Tonya"
Margot Robbie,F,1990,~,Stranska,False,1,"I, Tonya"
Margot Robbie,F,1990,~,Stranska,True,0,"I, Tonya"
Tim Robbins,M,1958,~,Glavna,False,0,Mystic River
Tim Robbins,M,1958,~,Glavna,True,0,Mystic River
Tim Robbins,M,1958,~,Stranska,False,0,Mystic River
Tim Robbins,M,1958,~,Stranska,True,1,Mystic River
Eric Roberts,M,1956,~,Glavna,False,0,Runaway Train
Eric Roberts,M,1956,~,Glavna,True,0,Runaway Train
Eric Roberts,M,1956,~,Stranska,False,1,Runaway Train
Eric Roberts,M,1956,~,Stranska,True,0,Runaway Train
Julia Roberts,F,1967,~,Glavna,False,1,Erin Brockovich
Julia Roberts,F,1967,~,Glavna,True,1,Erin Brockovich
Julia Roberts,F,1967,~,Stranska,False,2,Erin Brockovich
Julia Roberts,F,1967,~,Stranska,True,0,Erin Brockovich
Rachel Roberts,F,1927,1980,Glavna,False,1,This Sporting Life
Rachel Roberts,F,1927,1980,Glavna,True,0,This Sporting Life
Rachel Roberts,F,1927,1980,Stranska,False,0,This Sporting Life
Rachel Roberts,F,1927,1980,Stranska,True,0,This Sporting Life
Cliff Robertson,M,1923,2011,Glavna,False,0,Charly
Cliff Robertson,M,1923,2011,Glavna,True,1,Charly
Cliff Robertson,M,1923,2011,Stranska,False,0,Charly
Cliff Robertson,M,1923,2011,Stranska,True,0,Charly
Flora Robson,F,1902,1984,Glavna,False,0,Saratoga Trunk
Flora Robson,F,1902,1984,Glavna,True,0,Saratoga Trunk
Flora Robson,F,1902,1984,Stranska,False,1,Saratoga Trunk
Flora Robson,F,1902,1984,Stranska,True,0,Saratoga Trunk
May Robson,F,1858,1942,Glavna,False,1,Lady for a Day
May Robson,F,1858,1942,Glavna,True,0,Lady for a Day
May Robson,F,1858,1942,Stranska,False,0,Lady for a Day
May Robson,F,1858,1942,Stranska,True,0,Lady for a Day
Sam Rockwell,M,1968,~,Glavna,False,0,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,M,1968,~,Glavna,True,0,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,M,1968,~,Stranska,False,1,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,M,1968,~,Stranska,True,1,"Three Billboards Outside Ebbing, Missouri"
Ginger Rogers,F,1911,1995,Glavna,False,0,Kitty Foyle
Ginger Rogers,F,1911,1995,Glavna,True,1,Kitty Foyle
Ginger Rogers,F,1911,1995,Stranska,False,0,Kitty Foyle
Ginger Rogers,F,1911,1995,Stranska,True,0,Kitty Foyle
Howard Rollins,M,1950,1996,Glavna,False,0,Ragtime
Howard Rollins,M,1950,1996,Glavna,True,0,Ragtime
Howard Rollins,M,1950,1996,Stranska,False,1,Ragtime
Howard Rollins,M,1950,1996,Stranska,True,0,Ragtime
Saoirse Ronan,F,1994,~,Glavna,False,3,Atonement
Saoirse Ronan,F,1994,~,Glavna,True,0,Atonement
Saoirse Ronan,F,1994,~,Stranska,False,1,Atonement
Saoirse Ronan,F,1994,~,Stranska,True,0,Atonement
Mickey Rooney,M,1920,2014,Glavna,False,2,Babes in Arms
Mickey Rooney,M,1920,2014,Glavna,True,0,Babes in Arms
Mickey Rooney,M,1920,2014,Stranska,False,2,Babes in Arms
Mickey Rooney,M,1920,2014,Stranska,True,0,Babes in Arms
Diana Ross,F,1944,~,Glavna,False,1,Lady Sings the Blues
Diana Ross,F,1944,~,Glavna,True,0,Lady Sings the Blues
Diana Ross,F,1944,~,Stranska,False,0,Lady Sings the Blues
Diana Ross,F,1944,~,Stranska,True,0,Lady Sings the Blues
Katharine Ross,F,1940 *,~,Glavna,False,0,"Graduate, The"
Katharine Ross,F,1940 *,~,Glavna,True,0,"Graduate, The"
Katharine Ross,F,1940 *,~,Stranska,False,1,"Graduate, The"
Katharine Ross,F,1940 *,~,Stranska,True,0,"Graduate, The"
Tim Roth,M,1961,~,Glavna,False,0,Rob Roy
Tim Roth,M,1961,~,Glavna,True,0,Rob Roy
Tim Roth,M,1961,~,Stranska,False,1,Rob Roy
Tim Roth,M,1961,~,Stranska,True,0,Rob Roy
Mickey Rourke,M,1952,~,Glavna,False,1,"Wrestler, The"
Mickey Rourke,M,1952,~,Glavna,True,0,"Wrestler, The"
Mickey Rourke,M,1952,~,Stranska,False,0,"Wrestler, The"
Mickey Rourke,M,1952,~,Stranska,True,0,"Wrestler, The"
Gena Rowlands,F,1930,2024,Glavna,False,2,"Woman Under the Influence, A"
Gena Rowlands,F,1930,2024,Glavna,True,0,"Woman Under the Influence, A"
Gena Rowlands,F,1930,2024,Stranska,False,0,"Woman Under the Influence, A"
Gena Rowlands,F,1930,2024,Stranska,True,0,"Woman Under the Influence, A"
Mercedes Ruehl,F,1948,~,Glavna,False,0,"Fisher King, The"
Mercedes Ruehl,F,1948,~,Glavna,True,0,"Fisher King, The"
Mercedes Ruehl,F,1948,~,Stranska,False,0,"Fisher King, The"
Mercedes Ruehl,F,1948,~,Stranska,True,1,"Fisher King, The"
Mark Ruffalo,M,1967,~,Glavna,False,0,"Kids Are All Right, The"
Mark Ruffalo,M,1967,~,Glavna,True,0,"Kids Are All Right, The"
Mark Ruffalo,M,1967,~,Stranska,False,4,"Kids Are All Right, The"
Mark Ruffalo,M,1967,~,Stranska,True,0,"Kids Are All Right, The"
Geoffrey Rush,M,1951,~,Glavna,False,1,Shine
Geoffrey Rush,M,1951,~,Glavna,True,1,Shine
Geoffrey Rush,M,1951,~,Stranska,False,2,Shine
Geoffrey Rush,M,1951,~,Stranska,True,0,Shine
Harold Russell,M,1914,2002,Glavna,False,0,"Best Years of Our Lives, The"
Harold Russell,M,1914,2002,Glavna,True,0,"Best Years of Our Lives, The"
Harold Russell,M,1914,2002,Stranska,False,0,"Best Years of Our Lives, The"
Harold Russell,M,1914,2002,Stranska,True,1,"Best Years of Our Lives, The"
Rosalind Russell,F,1907,1976,Glavna,False,4,My Sister Eileen
Rosalind Russell,F,1907,1976,Glavna,True,0,My Sister Eileen
Rosalind Russell,F,1907,1976,Stranska,False,0,My Sister Eileen
Rosalind Russell,F,1907,1976,Stranska,True,0,My Sister Eileen
Margaret Rutherford,F,1892,1972,Glavna,False,0,"V.I.P.s, The"
Margaret Rutherford,F,1892,1972,Glavna,True,0,"V.I.P.s, The"
Margaret Rutherford,F,1892,1972,Stranska,False,0,"V.I.P.s, The"
Margaret Rutherford,F,1892,1972,Stranska,True,1,"V.I.P.s, The"
Amy Ryan,F,1969,~,Glavna,False,0,Gone Baby Gone
Amy Ryan,F,1969,~,Glavna,True,0,Gone Baby Gone
Amy Ryan,F,1969,~,Stranska,False,1,Gone Baby Gone
Amy Ryan,F,1969,~,Stranska,True,0,Gone Baby Gone
Robert Ryan,M,1909,1973,Glavna,False,0,Crossfire
Robert Ryan,M,1909,1973,Glavna,True,0,Crossfire
Robert Ryan,M,1909,1973,Stranska,False,1,Crossfire
Robert Ryan,M,1909,1973,Stranska,True,0,Crossfire
Winona Ryder,F,1971,~,Glavna,False,1,Little Women
Winona Ryder,F,1971,~,Glavna,True,0,Little Women
Winona Ryder,F,1971,~,Stranska,False,1,Little Women
Winona Ryder,F,1971,~,Stranska,True,0,Little Women
Mark Rylance,M,1960,~,Glavna,False,0,Bridge of Spies
Mark Rylance,M,1960,~,Glavna,True,0,Bridge of Spies
Mark Rylance,M,1960,~,Stranska,False,0,Bridge of Spies
Mark Rylance,M,1960,~,Stranska,True,1,Bridge of Spies
Eva Marie Saint,F,1924,~,Glavna,False,0,On the Waterfront
Eva Marie Saint,F,1924,~,Glavna,True,0,On the Waterfront
Eva Marie Saint,F,1924,~,Stranska,False,0,On the Waterfront
Eva Marie Saint,F,1924,~,Stranska,True,1,On the Waterfront
George Sanders,M,1906,1972,Glavna,False,0,All About Eve
George Sanders,M,1906,1972,Glavna,True,0,All About Eve
George Sanders,M,1906,1972,Stranska,False,0,All About Eve
George Sanders,M,1906,1972,Stranska,True,1,All About Eve
Catalina Sandino Moreno,F,1981,~,Glavna,False,1,Maria Full of Grace
Catalina Sandino Moreno,F,1981,~,Glavna,True,0,Maria Full of Grace
Catalina Sandino Moreno,F,1981,~,Stranska,False,0,Maria Full of Grace
Catalina Sandino Moreno,F,1981,~,Stranska,True,0,Maria Full of Grace
Chris Sarandon,M,1942,~,Glavna,False,0,Dog Day Afternoon
Chris Sarandon,M,1942,~,Glavna,True,0,Dog Day Afternoon
Chris Sarandon,M,1942,~,Stranska,False,1,Dog Day Afternoon
Chris Sarandon,M,1942,~,Stranska,True,0,Dog Day Afternoon
Susan Sarandon,F,1946,~,Glavna,False,4,Dead Man Walking
Susan Sarandon,F,1946,~,Glavna,True,1,Dead Man Walking
Susan Sarandon,F,1946,~,Stranska,False,0,Dead Man Walking
Susan Sarandon,F,1946,~,Stranska,True,0,Dead Man Walking
Telly Savalas,M,1922,1994,Glavna,False,0,Birdman of Alcatraz
Telly Savalas,M,1922,1994,Glavna,True,0,Birdman of Alcatraz
Telly Savalas,M,1922,1994,Stranska,False,1,Birdman of Alcatraz
Telly Savalas,M,1922,1994,Stranska,True,0,Birdman of Alcatraz
Diana Scarwid,F,1955,~,Glavna,False,0,Inside Moves
Diana Scarwid,F,1955,~,Glavna,True,0,Inside Moves
Diana Scarwid,F,1955,~,Stranska,False,1,Inside Moves
Diana Scarwid,F,1955,~,Stranska,True,0,Inside Moves
Roy Scheider,M,1932,2008,Glavna,False,1,All That Jazz
Roy Scheider,M,1932,2008,Glavna,True,0,All That Jazz
Roy Scheider,M,1932,2008,Stranska,False,1,All That Jazz
Roy Scheider,M,1932,2008,Stranska,True,0,All That Jazz
Maximilian Schell,M,1930,2014,Glavna,False,1,Judgment at Nuremberg
Maximilian Schell,M,1930,2014,Glavna,True,1,Judgment at Nuremberg
Maximilian Schell,M,1930,2014,Stranska,False,1,Judgment at Nuremberg
Maximilian Schell,M,1930,2014,Stranska,True,0,Judgment at Nuremberg
Joseph Schildkraut,M,1896,1964,Glavna,False,0,"Life of Emile Zola, The"
Joseph Schildkraut,M,1896,1964,Glavna,True,0,"Life of Emile Zola, The"
Joseph Schildkraut,M,1896,1964,Stranska,False,0,"Life of Emile Zola, The"
Joseph Schildkraut,M,1896,1964,Stranska,True,1,"Life of Emile Zola, The"
Paul Scofield,M,1922,2008,Glavna,False,0,"Man for All Seasons, A"
Paul Scofield,M,1922,2008,Glavna,True,1,"Man for All Seasons, A"
Paul Scofield,M,1922,2008,Stranska,False,1,"Man for All Seasons, A"
Paul Scofield,M,1922,2008,Stranska,True,0,"Man for All Seasons, A"
George C. Scott §,M,1927,1999,Glavna,False,1,Patton
George C. Scott §,M,1927,1999,Glavna,True,1,Patton
George C. Scott §,M,1927,1999,Stranska,False,2,Patton
George C. Scott §,M,1927,1999,Stranska,True,0,Patton
Martha Scott,F,1912,2003,Glavna,False,1,Our Town
Martha Scott,F,1912,2003,Glavna,True,0,Our Town
Martha Scott,F,1912,2003,Stranska,False,0,Our Town
Martha Scott,F,1912,2003,Stranska,True,0,Our Town
Kristin Scott Thomas,F,1960,~,Glavna,False,1,"English Patient, The"
Kristin Scott Thomas,F,1960,~,Glavna,True,0,"English Patient, The"
Kristin Scott Thomas,F,1960,~,Stranska,False,0,"English Patient, The"
Kristin Scott Thomas,F,1960,~,Stranska,True,0,"English Patient, The"
George Segal,M,1934,2021,Glavna,False,0,Who's Afraid of Virginia Woolf?
George Segal,M,1934,2021,Glavna,True,0,Who's Afraid of Virginia Woolf?
George Segal,M,1934,2021,Stranska,False,1,Who's Afraid of Virginia Woolf?
George Segal,M,1934,2021,Stranska,True,0,Who's Afraid of Virginia Woolf?
Peter Sellers,M,1925,1980,Glavna,False,2,Dr. Strangelove
Peter Sellers,M,1925,1980,Glavna,True,0,Dr. Strangelove
Peter Sellers,M,1925,1980,Stranska,False,0,Dr. Strangelove
Peter Sellers,M,1925,1980,Stranska,True,0,Dr. Strangelove
Chloë Sevigny,F,1974,~,Glavna,False,0,Boys Don't Cry
Chloë Sevigny,F,1974,~,Glavna,True,0,Boys Don't Cry
Chloë Sevigny,F,1974,~,Stranska,False,1,Boys Don't Cry
Chloë Sevigny,F,1974,~,Stranska,True,0,Boys Don't Cry
Amanda Seyfried,F,1985,~,Glavna,False,0,Mank
Amanda Seyfried,F,1985,~,Glavna,True,0,Mank
Amanda Seyfried,F,1985,~,Stranska,False,1,Mank
Amanda Seyfried,F,1985,~,Stranska,True,0,Mank
Michael Shannon,M,1974,~,Glavna,False,0,Revolutionary Road
Michael Shannon,M,1974,~,Glavna,True,0,Revolutionary Road
Michael Shannon,M,1974,~,Stranska,False,2,Revolutionary Road
Michael Shannon,M,1974,~,Stranska,True,0,Revolutionary Road
Omar Sharif,M,1932,2015,Glavna,False,0,Lawrence of Arabia
Omar Sharif,M,1932,2015,Glavna,True,0,Lawrence of Arabia
Omar Sharif,M,1932,2015,Stranska,False,1,Lawrence of Arabia
Omar Sharif,M,1932,2015,Stranska,True,0,Lawrence of Arabia
Robert Shaw,M,1927,1978,Glavna,False,0,"Man for All Seasons, A"
Robert Shaw,M,1927,1978,Glavna,True,0,"Man for All Seasons, A"
Robert Shaw,M,1927,1978,Stranska,False,1,"Man for All Seasons, A"
Robert Shaw,M,1927,1978,Stranska,True,0,"Man for All Seasons, A"
Norma Shearer,F,1902,1983,Glavna,False,4,"Divorcee, The"
Norma Shearer,F,1902,1983,Glavna,True,1,"Divorcee, The"
Norma Shearer,F,1902,1983,Stranska,False,0,"Divorcee, The"
Norma Shearer,F,1902,1983,Stranska,True,0,"Divorcee, The"
Sam Shepard,M,1943,2017,Glavna,False,0,"Right Stuff, The"
Sam Shepard,M,1943,2017,Glavna,True,0,"Right Stuff, The"
Sam Shepard,M,1943,2017,Stranska,False,1,"Right Stuff, The"
Sam Shepard,M,1943,2017,Stranska,True,0,"Right Stuff, The"
Talia Shire,F,1946,~,Glavna,False,1,"Godfather Part II, The"
Talia Shire,F,1946,~,Glavna,True,0,"Godfather Part II, The"
Talia Shire,F,1946,~,Stranska,False,1,"Godfather Part II, The"
Talia Shire,F,1946,~,Stranska,True,0,"Godfather Part II, The"
Anne Shirley,F,1918,1993,Glavna,False,0,Stella Dallas
Anne Shirley,F,1918,1993,Glavna,True,0,Stella Dallas
Anne Shirley,F,1918,1993,Stranska,False,1,Stella Dallas
Anne Shirley,F,1918,1993,Stranska,True,0,Stella Dallas
Elisabeth Shue,F,1963,~,Glavna,False,1,Leaving Las Vegas
Elisabeth Shue,F,1963,~,Glavna,True,0,Leaving Las Vegas
Elisabeth Shue,F,1963,~,Stranska,False,0,Leaving Las Vegas
Elisabeth Shue,F,1963,~,Stranska,True,0,Leaving Las Vegas
Gabourey Sidibe,F,1983,~,Glavna,False,1,Precious
Gabourey Sidibe,F,1983,~,Glavna,True,0,Precious
Gabourey Sidibe,F,1983,~,Stranska,False,0,Precious
Gabourey Sidibe,F,1983,~,Stranska,True,0,Precious
Sylvia Sidney,F,1910,1999,Glavna,False,0,"Summer Wishes, Winter Dreams"
Sylvia Sidney,F,1910,1999,Glavna,True,0,"Summer Wishes, Winter Dreams"
Sylvia Sidney,F,1910,1999,Stranska,False,1,"Summer Wishes, Winter Dreams"
Sylvia Sidney,F,1910,1999,Stranska,True,0,"Summer Wishes, Winter Dreams"
Simone Signoret,F,1921,1985,Glavna,False,1,Room at the Top
Simone Signoret,F,1921,1985,Glavna,True,1,Room at the Top
Simone Signoret,F,1921,1985,Stranska,False,0,Room at the Top
Simone Signoret,F,1921,1985,Stranska,True,0,Room at the Top
J. K. Simmons,M,1955,~,Glavna,False,0,Whiplash
J. K. Simmons,M,1955,~,Glavna,True,0,Whiplash
J. K. Simmons,M,1955,~,Stranska,False,1,Whiplash
J. K. Simmons,M,1955,~,Stranska,True,1,Whiplash
Jean Simmons,F,1929,2010,Glavna,False,1,"Happy Ending, The"
Jean Simmons,F,1929,2010,Glavna,True,0,"Happy Ending, The"
Jean Simmons,F,1929,2010,Stranska,False,1,"Happy Ending, The"
Jean Simmons,F,1929,2010,Stranska,True,0,"Happy Ending, The"
Frank Sinatra,M,1915,1998,Glavna,False,1,From Here to Eternity
Frank Sinatra,M,1915,1998,Glavna,True,0,From Here to Eternity
Frank Sinatra,M,1915,1998,Stranska,False,0,From Here to Eternity
Frank Sinatra,M,1915,1998,Stranska,True,1,From Here to Eternity
Gary Sinise,M,1955,~,Glavna,False,0,Forrest Gump
Gary Sinise,M,1955,~,Glavna,True,0,Forrest Gump
Gary Sinise,M,1955,~,Stranska,False,1,Forrest Gump
Gary Sinise,M,1955,~,Stranska,True,0,Forrest Gump
Lilia Skala,F,1896,1994,Glavna,False,0,Lilies of the Field
Lilia Skala,F,1896,1994,Glavna,True,0,Lilies of the Field
Lilia Skala,F,1896,1994,Stranska,False,1,Lilies of the Field
Lilia Skala,F,1896,1994,Stranska,True,0,Lilies of the Field
Kodi Smit-McPhee,M,1996,~,Glavna,False,0,"Power of the Dog, The"
Kodi Smit-McPhee,M,1996,~,Glavna,True,0,"Power of the Dog, The"
Kodi Smit-McPhee,M,1996,~,Stranska,False,1,"Power of the Dog, The"
Kodi Smit-McPhee,M,1996,~,Stranska,True,0,"Power of the Dog, The"
Maggie Smith,F,1934,2024,Glavna,False,1,"Prime of Miss Jean Brodie, The [w 32]"
Maggie Smith,F,1934,2024,Glavna,True,1,"Prime of Miss Jean Brodie, The [w 32]"
Maggie Smith,F,1934,2024,Stranska,False,3,"Prime of Miss Jean Brodie, The [w 32]"
Maggie Smith,F,1934,2024,Stranska,True,1,"Prime of Miss Jean Brodie, The [w 32]"
Will Smith,M,1968,~,Glavna,False,2,King Richard
Will Smith,M,1968,~,Glavna,True,1,King Richard
Will Smith,M,1968,~,Stranska,False,0,King Richard
Will Smith,M,1968,~,Stranska,True,0,King Richard
Carrie Snodgress,F,1945,2004,Glavna,False,1,Diary of a Mad Housewife
Carrie Snodgress,F,1945,2004,Glavna,True,0,Diary of a Mad Housewife
Carrie Snodgress,F,1945,2004,Stranska,False,0,Diary of a Mad Housewife
Carrie Snodgress,F,1945,2004,Stranska,True,0,Diary of a Mad Housewife
Gale Sondergaard,F,1899,1985,Glavna,False,0,Anthony Adverse
Gale Sondergaard,F,1899,1985,Glavna,True,0,Anthony Adverse
Gale Sondergaard,F,1899,1985,Stranska,False,1,Anthony Adverse
Gale Sondergaard,F,1899,1985,Stranska,True,1,Anthony Adverse
Mira Sorvino,F,1967,~,Glavna,False,0,Mighty Aphrodite
Mira Sorvino,F,1967,~,Glavna,True,0,Mighty Aphrodite
Mira Sorvino,F,1967,~,Stranska,False,0,Mighty Aphrodite
Mira Sorvino,F,1967,~,Stranska,True,1,Mighty Aphrodite
Ann Sothern,F,1909,2001,Glavna,False,0,"Whales of August, The"
Ann Sothern,F,1909,2001,Glavna,True,0,"Whales of August, The"
Ann Sothern,F,1909,2001,Stranska,False,1,"Whales of August, The"
Ann Sothern,F,1909,2001,Stranska,True,0,"Whales of August, The"
Sissy Spacek,F,1949,~,Glavna,False,5,Coal Miner's Daughter
Sissy Spacek,F,1949,~,Glavna,True,1,Coal Miner's Daughter
Sissy Spacek,F,1949,~,Stranska,False,0,Coal Miner's Daughter
Sissy Spacek,F,1949,~,Stranska,True,0,Coal Miner's Daughter
Kevin Spacey,M,1959,~,Glavna,False,0,American Beauty [w 33]
Kevin Spacey,M,1959,~,Glavna,True,1,American Beauty [w 33]
Kevin Spacey,M,1959,~,Stranska,False,0,American Beauty [w 33]
Kevin Spacey,M,1959,~,Stranska,True,1,American Beauty [w 33]
Octavia Spencer,F,1970,~,Glavna,False,0,"Help, The"
Octavia Spencer,F,1970,~,Glavna,True,0,"Help, The"
Octavia Spencer,F,1970,~,Stranska,False,2,"Help, The"
Octavia Spencer,F,1970,~,Stranska,True,1,"Help, The"
June Squibb,F,1929,~,Glavna,False,0,Nebraska
June Squibb,F,1929,~,Glavna,True,0,Nebraska
June Squibb,F,1929,~,Stranska,False,1,Nebraska
June Squibb,F,1929,~,Stranska,True,0,Nebraska
Robert Stack,M,1919,2003,Glavna,False,0,Written on the Wind
Robert Stack,M,1919,2003,Glavna,True,0,Written on the Wind
Robert Stack,M,1919,2003,Stranska,False,1,Written on the Wind
Robert Stack,M,1919,2003,Stranska,True,0,Written on the Wind
Sylvester Stallone,M,1946,~,Glavna,False,1,Rocky
Sylvester Stallone,M,1946,~,Glavna,True,0,Rocky
Sylvester Stallone,M,1946,~,Stranska,False,1,Rocky
Sylvester Stallone,M,1946,~,Stranska,True,0,Rocky
Terence Stamp,M,1938,~,Glavna,False,0,Billy Budd
Terence Stamp,M,1938,~,Glavna,True,0,Billy Budd
Terence Stamp,M,1938,~,Stranska,False,1,Billy Budd
Terence Stamp,M,1938,~,Stranska,True,0,Billy Budd
Lakeith Stanfield,M,1991,~,Glavna,False,0,Judas and the Black Messiah
Lakeith Stanfield,M,1991,~,Glavna,True,0,Judas and the Black Messiah
Lakeith Stanfield,M,1991,~,Stranska,False,1,Judas and the Black Messiah
Lakeith Stanfield,M,1991,~,Stranska,True,0,Judas and the Black Messiah
Kim Stanley,F,1925,2001,Glavna,False,1,Séance on a Wet Afternoon
Kim Stanley,F,1925,2001,Glavna,True,0,Séance on a Wet Afternoon
Kim Stanley,F,1925,2001,Stranska,False,1,Séance on a Wet Afternoon
Kim Stanley,F,1925,2001,Stranska,True,0,Séance on a Wet Afternoon
Barbara Stanwyck,F,1907,1990,Glavna,False,4,Stella Dallas
Barbara Stanwyck,F,1907,1990,Glavna,True,0,Stella Dallas
Barbara Stanwyck,F,1907,1990,Stranska,False,0,Stella Dallas
Barbara Stanwyck,F,1907,1990,Stranska,True,0,Stella Dallas
Maureen Stapleton,F,1925,2006,Glavna,False,0,Reds
Maureen Stapleton,F,1925,2006,Glavna,True,0,Reds
Maureen Stapleton,F,1925,2006,Stranska,False,3,Reds
Maureen Stapleton,F,1925,2006,Stranska,True,1,Reds
Imelda Staunton,F,1956,~,Glavna,False,1,Vera Drake
Imelda Staunton,F,1956,~,Glavna,True,0,Vera Drake
Imelda Staunton,F,1956,~,Stranska,False,0,Vera Drake
Imelda Staunton,F,1956,~,Stranska,True,0,Vera Drake
Mary Steenburgen,F,1953,~,Glavna,False,0,Melvin and Howard
Mary Steenburgen,F,1953,~,Glavna,True,0,Melvin and Howard
Mary Steenburgen,F,1953,~,Stranska,False,0,Melvin and Howard
Mary Steenburgen,F,1953,~,Stranska,True,1,Melvin and Howard
Rod Steiger,M,1925,2002,Glavna,False,1,In the Heat of the Night
Rod Steiger,M,1925,2002,Glavna,True,1,In the Heat of the Night
Rod Steiger,M,1925,2002,Stranska,False,1,In the Heat of the Night
Rod Steiger,M,1925,2002,Stranska,True,0,In the Heat of the Night
Hailee Steinfeld,F,1996,~,Glavna,False,0,True Grit
Hailee Steinfeld,F,1996,~,Glavna,True,0,True Grit
Hailee Steinfeld,F,1996,~,Stranska,False,1,True Grit
Hailee Steinfeld,F,1996,~,Stranska,True,0,True Grit
James Stephenson,M,1889,1941,Glavna,False,0,"Letter, The"
James Stephenson,M,1889,1941,Glavna,True,0,"Letter, The"
James Stephenson,M,1889,1941,Stranska,False,1,"Letter, The"
James Stephenson,M,1889,1941,Stranska,True,0,"Letter, The"
Jan Sterling,F,1921,2004,Glavna,False,0,"High and the Mighty, The"
Jan Sterling,F,1921,2004,Glavna,True,0,"High and the Mighty, The"
Jan Sterling,F,1921,2004,Stranska,False,1,"High and the Mighty, The"
Jan Sterling,F,1921,2004,Stranska,True,0,"High and the Mighty, The"
James Stewart,M,1908,1997,Glavna,False,4,"Philadelphia Story, The"
James Stewart,M,1908,1997,Glavna,True,1,"Philadelphia Story, The"
James Stewart,M,1908,1997,Stranska,False,0,"Philadelphia Story, The"
James Stewart,M,1908,1997,Stranska,True,0,"Philadelphia Story, The"
Kristen Stewart,F,1990,~,Glavna,False,1,Spencer
Kristen Stewart,F,1990,~,Glavna,True,0,Spencer
Kristen Stewart,F,1990,~,Stranska,False,0,Spencer
Kristen Stewart,F,1990,~,Stranska,True,0,Spencer
Dean Stockwell,M,1936,2021,Glavna,False,0,Married to the Mob
Dean Stockwell,M,1936,2021,Glavna,True,0,Married to the Mob
Dean Stockwell,M,1936,2021,Stranska,False,1,Married to the Mob
Dean Stockwell,M,1936,2021,Stranska,True,0,Married to the Mob
Emma Stone,F,1988,~,Glavna,False,0,La La Land [w 34]
Emma Stone,F,1988,~,Glavna,True,2,La La Land [w 34]
Emma Stone,F,1988,~,Stranska,False,2,La La Land [w 34]
Emma Stone,F,1988,~,Stranska,True,0,La La Land [w 34]
Lewis Stone,M,1879,1953,Glavna,False,1,"Patriot, The"
Lewis Stone,M,1879,1953,Glavna,True,0,"Patriot, The"
Lewis Stone,M,1879,1953,Stranska,False,0,"Patriot, The"
Lewis Stone,M,1879,1953,Stranska,True,0,"Patriot, The"
Sharon Stone,F,1958,~,Glavna,False,1,Casino
Sharon Stone,F,1958,~,Glavna,True,0,Casino
Sharon Stone,F,1958,~,Stranska,False,0,Casino
Sharon Stone,F,1958,~,Stranska,True,0,Casino
Beatrice Straight,F,1914,2001,Glavna,False,0,Network
Beatrice Straight,F,1914,2001,Glavna,True,0,Network
Beatrice Straight,F,1914,2001,Stranska,False,0,Network
Beatrice Straight,F,1914,2001,Stranska,True,1,Network
Lee Strasberg,M,1901,1982,Glavna,False,0,"Godfather Part II, The"
Lee Strasberg,M,1901,1982,Glavna,True,0,"Godfather Part II, The"
Lee Strasberg,M,1901,1982,Stranska,False,1,"Godfather Part II, The"
Lee Strasberg,M,1901,1982,Stranska,True,0,"Godfather Part II, The"
David Strathairn,M,1949,~,Glavna,False,1,"Good Night, and Good Luck"
David Strathairn,M,1949,~,Glavna,True,0,"Good Night, and Good Luck"
David Strathairn,M,1949,~,Stranska,False,0,"Good Night, and Good Luck"
David Strathairn,M,1949,~,Stranska,True,0,"Good Night, and Good Luck"
Robert Strauss,M,1913,1975,Glavna,False,0,Stalag 17
Robert Strauss,M,1913,1975,Glavna,True,0,Stalag 17
Robert Strauss,M,1913,1975,Stranska,False,1,Stalag 17
Robert Strauss,M,1913,1975,Stranska,True,0,Stalag 17
Meryl Streep,F,1949,~,Glavna,False,15,Sophie's Choice [w 35]
Meryl Streep,F,1949,~,Glavna,True,2,Sophie's Choice [w 35]
Meryl Streep,F,1949,~,Stranska,False,3,Sophie's Choice [w 35]
Meryl Streep,F,1949,~,Stranska,True,1,Sophie's Choice [w 35]
Barbra Streisand,F,1942,~,Glavna,False,1,Funny Girl
Barbra Streisand,F,1942,~,Glavna,True,1,Funny Girl
Barbra Streisand,F,1942,~,Stranska,False,0,Funny Girl
Barbra Streisand,F,1942,~,Stranska,True,0,Funny Girl
Erich von Stroheim,M,1885,1957,Glavna,False,0,Sunset Boulevard
Erich von Stroheim,M,1885,1957,Glavna,True,0,Sunset Boulevard
Erich von Stroheim,M,1885,1957,Stranska,False,1,Sunset Boulevard
Erich von Stroheim,M,1885,1957,Stranska,True,0,Sunset Boulevard
Gloria Stuart,F,1910,2010,Glavna,False,0,Titanic
Gloria Stuart,F,1910,2010,Glavna,True,0,Titanic
Gloria Stuart,F,1910,2010,Stranska,False,1,Titanic
Gloria Stuart,F,1910,2010,Stranska,True,0,Titanic
Margaret Sullavan,F,1909,1960,Glavna,False,1,Three Comrades
Margaret Sullavan,F,1909,1960,Glavna,True,0,Three Comrades
Margaret Sullavan,F,1909,1960,Stranska,False,0,Three Comrades
Margaret Sullavan,F,1909,1960,Stranska,True,0,Three Comrades
Janet Suzman,F,1939,~,Glavna,False,1,Nicholas and Alexandra
